Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
craftableLightsSconce,blocks,block,,,Wall Sconce,Настенная подсветка
craftableLightsLanternOld_01,blocks,block,,,Antique Lantern,Старинный фонарь
craftableLightsLanternOld_02,blocks,block,,,Antique Wall Lantern 1,Старинный настенный фонарь 1
craftableLightsLanternOld_03,blocks,block,,,Antique Wall Lantern 2,Старинный настенный фонарь 2
craftableLightsLanternOld_04,blocks,block,,,Antique Hanging Lantern,Старинный подвешенный фонарь
craftableLightsCeilingFanLight,blocks,block,,,Ceiling Fan Light,Люстра-вентилятор
craftableLightsChandelierLight,blocks,block,,,Candle Chandelier,Люстра со свечами
craftableLightsChandelierLight2x2,blocks,block,,,Candle Chandelier 2x2,Люстра со свечами 2х2
craftableLightsEndTableLamp,blocks,block,,,End Table Lamp,Столик с торшером
craftableLightsSignExitLight,blocks,block,,,EXIT Sign,Табличка ВЫХОД
craftableLightsSignExitLightOffset,blocks,block,,,Offset EXIT Sign,Смещённая табличка ВЫХОД
craftableLightsSignExitFrameMount,blocks,block,,,Wall-Mounted EXIT Sign 1,Настенная табличка ВЫХОД 1
attcodexes,progression,attribute,,,[FFD700]✦ Codexes ✦[-],[FFD700]✦ Кодексы ✦[-]
attcodexesDesc,progression,attribute,,,[AAAAAA]Ancient codexes granting power through experience.[-],"[AAAAAA]Древние кодексы, дарующие силу через опыт.[-]"
perkCodexOfLifeName,progression,perk,,,[FFD700]✦ Codex of Life ✦[-] ({cvar(codexLevel:0)} lvl),[FFD700]✦ Кодекс жизни ✦[-] ({cvar(codexLevel:0)} лвл)
perkCodexOfLifeDesc,progression,perk,,,[FFFF00]Ancient knowledge growing with your actions[-]\n\nLevels up passively through combat and survival.\nCannot be purchased with skill points.\n\n[00FF00]XP Sources:[-]\n[FF0000]Kills:[-] Zombie +5 | Elite +10 | Bosses +20-3000\n[00FFFF]Blocks:[-] All +1\n[FFFF00]Combat:[-] +1/10 hits [888888](on any target)[-]\n[00FF00]Survival:[-] +2-12/min (biome)\n[FF00FF]Quests:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Current level: {cvar(codexLevel:0)}[-],"[FFFF00]Древние знания, растущие с твоими действиями[-]\n\nПрокачивается пассивно через бой и выживание.\nНельзя купить за очки навыков.\n\n[00FF00]Источники опыта:[-]\n[FF0000]Убийства:[-] Зомби +5 | Элита +10 | Боссы +20-3000\n[00FFFF]Блоки:[-] Все +1\n[FFFF00]Бой:[-] +1/10 попаданий [888888](по любым целям)[-]\n[00FF00]Выживание:[-] +2-12/мин (биом)\n[FF00FF]Квесты:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Текущий уровень: {cvar(codexLevel:0)}[-]"
perkCodexOfLifeLongDesc,progression,perk,,,[FFFF00]Ancient knowledge growing with your actions[-]\n\n[00FF00]XP Sources:[-]\n[FF0000]═══ KILLS ═══[-]\n- Regular zombies: +5 XP\n- Elite/Miniboss: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ BLOCKS ═══[-]\n- All blocks: +1 XP\n\n[FFFF00]═══ OTHER ═══[-]\n- Shooting: +1 XP/10 hits [888888](on any target)[-]\n- Survival: +2-12 XP/min (depends on biome)\n- Quests T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Required XP: 99 + level[-],"[FFFF00]Древние знания, растущие с твоими действиями[-]\n\n[00FF00]Источники опыта:[-]\n[FF0000]═══ УБИЙСТВА ═══[-]\n- Обычные зомби: +5 XP\n- Элита/мини-босс: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ БЛОКИ ═══[-]\n- Все блоки: +1 XP\n\n[FFFF00]═══ ДРУГОЕ ═══[-]\n- Стрельба: +1 XP/10 попаданий [888888](по любым целям)[-]\n- Выживание: +2-12 XP/мин (зависит от биома)\n- Квесты T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Требуется опыта: 99 + уровень[-]"
perkCodexOfLifeRank1Desc,progression,perk,,,[AAAAAA]Unlocked by the Codex of Life X item[-],[AAAAAA]Разблокирован предметом Кодекс жизни X[-]
perkCodexOfLifeRank1LongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Health:[-] +{cvar(codexBonusHealth:0)}\n[00FF00]Stamina:[-] +{cvar(codexBonusStamina:0)}\n[FFFF00]XP:[-] +{cvar(codexBonusXPDisplay:0)}%\n[FF00FF]Entity Damage:[-] +{cvar(codexBonusBlockDamageDisplay:0)}%\n[00FF00]Harvest:[-] +{cvar(codexBonusHarvestDisplay:0)}%\n\n[DECEA3]Progress: {cvar(codexCurrentXP:0)}/{cvar(codexRequiredXP:0)} XP[-]\n[DECEA3]Level: {cvar(codexLevel:0)}[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+0.04 Health[-]\n[00FF00]+0.04 Stamina[-]\n[FFFF00]+0.3% XP[-]\n[FF00FF]+0.04% Entity Damage[-]\n[00FF00]+0.04% Harvest[-]\n[DECEA3]Excess XP carries over to the next level[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Здоровье:[-] +{cvar(codexBonusHealth:0)}\n[00FF00]Выносливость:[-] +{cvar(codexBonusStamina:0)}\n[FFFF00]Опыт:[-] +{cvar(codexBonusXPDisplay:0)}%\n[FF00FF]Урон по существам:[-] +{cvar(codexBonusBlockDamageDisplay:0)}%\n[00FF00]Добыча:[-] +{cvar(codexBonusHarvestDisplay:0)}%\n\n[DECEA3]Прогресс: {cvar(codexCurrentXP:0)}/{cvar(codexRequiredXP:0)} XP[-]\n[DECEA3]Уровень: {cvar(codexLevel:0)}[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+0.04 Здоровье[-]\n[00FF00]+0.04 Выносливость[-]\n[FFFF00]+0.3% Опыт[-]\n[FF00FF]+0.04% Урон по существам[-]\n[00FF00]+0.04% Добыча[-]\n[DECEA3]Излишек XP переносится на следующий уровень[-]
reqCodexUnlocked,progression,requirement,,,Read the Codex of Life X,Прочитай Кодекс жизни X
perkCodexOfDeathName,progression,perk,,,[808080]✦ Codex of Death ✦[-] ({cvar(codexDeathLevel:0)} lvl),[808080]✦ Кодекс смерти ✦[-] ({cvar(codexDeathLevel:0)} лвл)
perkCodexOfDeathDesc,progression,perk,,,[808080]Ancient knowledge growing with your actions[-]\n\nLevels up passively through combat and survival.\nCannot be purchased with skill points.\n\n[00FF00]XP Sources:[-]\n[FF0000]Kills:[-] Zombie +5 | Elite +10 | Bosses +20-3000\n[00FFFF]Blocks:[-] All +1\n[FFFF00]Combat:[-] +1/10 hits [888888](on any target)[-]\n[00FF00]Survival:[-] +2-12/min (biome)\n[FF00FF]Quests:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Current level: {cvar(codexDeathLevel:0)}[-],"[808080]Древние знания, растущие с твоими действиями[-]\n\nПрокачивается пассивно через бой и выживание.\nНельзя купить за очки навыков.\n\n[00FF00]Источники опыта:[-]\n[FF0000]Убийства:[-] Зомби +5 | Элита +10 | Боссы +20-3000\n[00FFFF]Блоки:[-] Все +1\n[FFFF00]Бой:[-] +1/10 попаданий [888888](по любым целям)[-]\n[00FF00]Выживание:[-] +2-12/мин (биом)\n[FF00FF]Квесты:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Текущий уровень: {cvar(codexDeathLevel:0)}[-]"
perkCodexOfDeathLongDesc,progression,perk,,,[808080]Ancient knowledge growing with your actions[-]\n\n[00FF00]XP Sources:[-]\n[FF0000]═══ KILLS ═══[-]\n- Regular zombies: +5 XP\n- Elite/Miniboss: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ BLOCKS ═══[-]\n- All blocks: +1 XP\n\n[FFFF00]═══ OTHER ═══[-]\n- Shooting: +1 XP/10 hits [888888](on any target)[-]\n- Survival: +2-12 XP/min (depends on biome)\n- Quests T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Required XP: 99 + level[-],"[808080]Древние знания, растущие с твоими действиями[-]\n\n[00FF00]Источники опыта:[-]\n[FF0000]═══ УБИЙСТВА ═══[-]\n- Обычные зомби: +5 XP\n- Элита/мини-босс: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ БЛОКИ ═══[-]\n- Все блоки: +1 XP\n\n[FFFF00]═══ ДРУГОЕ ═══[-]\n- Стрельба: +1 XP/10 попаданий [888888](по любым целям)[-]\n- Выживание: +2-12 XP/мин (зависит от биома)\n- Квесты T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Требуется опыта: 99 + уровень[-]"
perkCodexOfDeathRank1Desc,progression,perk,,,[AAAAAA]Unlocked by the Codex of Death X item[-],[AAAAAA]Разблокирован предметом Кодекс смерти X[-]
perkCodexOfDeathRank1LongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Health:[-] +{cvar(codexDeathBonusHealth:0)}\n[00FF00]Stamina:[-] +{cvar(codexDeathBonusStamina:0)}\n[FFFF00]XP:[-] +{cvar(codexDeathBonusXPDisplay:0)}%\n[FF00FF]Entity Damage:[-] +{cvar(codexDeathBonusBlockDamageDisplay:0)}%\n[00FF00]Harvest:[-] +{cvar(codexDeathBonusHarvestDisplay:0)}%\n\n[DECEA3]Progress: {cvar(codexDeathCurrentXP:0)}/{cvar(codexDeathRequiredXP:0)} XP[-]\n[DECEA3]Level: {cvar(codexDeathLevel:0)}[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+0.08 Health[-]\n[00FF00]+0.08 Stamina[-]\n[FFFF00]+0.8% XP[-]\n[FF00FF]+0.08% Entity Damage[-]\n[00FF00]+0.08% Harvest[-]\n[DECEA3]Excess XP carries over to the next level[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Здоровье:[-] +{cvar(codexDeathBonusHealth:0)}\n[00FF00]Выносливость:[-] +{cvar(codexDeathBonusStamina:0)}\n[FFFF00]Опыт:[-] +{cvar(codexDeathBonusXPDisplay:0)}%\n[FF00FF]Урон по существам:[-] +{cvar(codexDeathBonusBlockDamageDisplay:0)}%\n[00FF00]Добыча:[-] +{cvar(codexDeathBonusHarvestDisplay:0)}%\n\n[DECEA3]Прогресс: {cvar(codexDeathCurrentXP:0)}/{cvar(codexDeathRequiredXP:0)} XP[-]\n[DECEA3]Уровень: {cvar(codexDeathLevel:0)}[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+0.08 Здоровье[-]\n[00FF00]+0.08 Выносливость[-]\n[FFFF00]+0.8% Опыт[-]\n[FF00FF]+0.08% Урон по существам[-]\n[00FF00]+0.08% Добыча[-]\n[DECEA3]Излишек XP переносится на следующий уровень[-]
reqCodexDeathUnlocked,progression,requirement,,,Read the Codex of Death X,Прочитай Кодекс смерти X
perkCodexOfGodName,progression,perk,,,[8A2BE2]✦ Codex of God ✦[-] ({cvar(codexGodLevel:0)} lvl),[8A2BE2]✦ Кодекс божества ✦[-] ({cvar(codexGodLevel:0)} лвл)
perkCodexOfGodDesc,progression,perk,,,[8A2BE2]Divine knowledge growing with your actions[-]\n\nLevels up passively through combat and survival.\nCannot be purchased with skill points.\n\n[00FF00]XP Sources:[-]\n[FF0000]Kills:[-] Zombie +5 | Elite +10 | Bosses +20-3000\n[00FFFF]Blocks:[-] All +1\n[FFFF00]Combat:[-] +1/10 hits [888888](on any target)[-]\n[00FF00]Survival:[-] +2-12/min (biome)\n[FF00FF]Quests:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Current level: {cvar(codexGodLevel:0)}[-],"[8A2BE2]Божественные знания, растущие с твоими действиями[-]\n\nПрокачивается пассивно через бой и выживание.\nНельзя купить за очки навыков.\n\n[00FF00]Источники опыта:[-]\n[FF0000]Убийства:[-] Зомби +5 | Элита +10 | Боссы +20-3000\n[00FFFF]Блоки:[-] Все +1\n[FFFF00]Бой:[-] +1/10 попаданий [888888](по любым целям)[-]\n[00FF00]Выживание:[-] +2-12/мин (биом)\n[FF00FF]Квесты:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Текущий уровень: {cvar(codexGodLevel:0)}[-]"
perkCodexOfGodLongDesc,progression,perk,,,[8A2BE2]Divine knowledge growing with your actions[-]\n\n[00FF00]XP Sources:[-]\n[FF0000]═══ KILLS ═══[-]\n- Regular zombies: +5 XP\n- Elite/Miniboss: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ BLOCKS ═══[-]\n- All blocks: +1 XP\n\n[FFFF00]═══ OTHER ═══[-]\n- Shooting: +1 XP/10 hits [888888](on any target)[-]\n- Survival: +2-12 XP/min (depends on biome)\n- Quests T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Required XP: 99 + level[-],"[8A2BE2]Божественные знания, растущие с твоими действиями[-]\n\n[00FF00]Источники опыта:[-]\n[FF0000]═══ УБИЙСТВА ═══[-]\n- Обычные зомби: +5 XP\n- Элита/мини-босс: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ БЛОКИ ═══[-]\n- Все блоки: +1 XP\n\n[FFFF00]═══ ДРУГОЕ ═══[-]\n- Стрельба: +1 XP/10 попаданий [888888](по любым целям)[-]\n- Выживание: +2-12 XP/мин (зависит от биома)\n- Квесты T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Требуется опыта: 99 + уровень[-]"
perkCodexOfGodRank1Desc,progression,perk,,,[AAAAAA]Unlocked by the Codex of God X item[-],[AAAAAA]Разблокирован предметом Кодекс божества X[-]
perkCodexOfGodRank1LongDesc,progression,perk,,,[FF6600]Current bonuses:[-]\n[FF0000]Health:[-] +{cvar(codexGodBonusHealth:0)}\n[00FF00]Stamina:[-] +{cvar(codexGodBonusStamina:0)}\n[FFFF00]XP:[-] +{cvar(codexGodBonusXPDisplay:0)}%\n[FF00FF]Entity Damage:[-] +{cvar(codexGodBonusBlockDamageDisplay:0)}%\n[00FF00]Harvest:[-] +{cvar(codexGodBonusHarvestDisplay:0)}%\n\n[DECEA3]Progress: {cvar(codexGodCurrentXP:0)}/{cvar(codexGodRequiredXP:0)} XP[-]\n[DECEA3]Level: {cvar(codexGodLevel:0)}[-]\n\n[888888]Bonuses per level:[-]\n[FF0000]+0.16 Health[-]\n[00FF00]+0.16 Stamina[-]\n[FFFF00]+1.6% XP[-]\n[FF00FF]+0.16% Entity Damage[-]\n[00FF00]+0.16% Harvest[-]\n[DECEA3]Excess XP carries over to the next level[-],[FF6600]Текущие бонусы:[-]\n[FF0000]Здоровье:[-] +{cvar(codexGodBonusHealth:0)}\n[00FF00]Выносливость:[-] +{cvar(codexGodBonusStamina:0)}\n[FFFF00]Опыт:[-] +{cvar(codexGodBonusXPDisplay:0)}%\n[FF00FF]Урон по существам:[-] +{cvar(codexGodBonusBlockDamageDisplay:0)}%\n[00FF00]Добыча:[-] +{cvar(codexGodBonusHarvestDisplay:0)}%\n\n[DECEA3]Прогресс: {cvar(codexGodCurrentXP:0)}/{cvar(codexGodRequiredXP:0)} XP[-]\n[DECEA3]Уровень: {cvar(codexGodLevel:0)}[-]\n\n[888888]Бонусы за уровень:[-]\n[FF0000]+0.16 Здоровье[-]\n[00FF00]+0.16 Выносливость[-]\n[FFFF00]+1.6% Опыт[-]\n[FF00FF]+0.16% Урон по существам[-]\n[00FF00]+0.16% Добыча[-]\n[DECEA3]Излишек XP переносится на следующий уровень[-]
reqCodexGodUnlocked,progression,requirement,,,Read the Codex of God X,Прочитай Кодекс божества X
perkCodexOfGypsyName,progression,perk,,,[FFD700]✦ Codex of the Gypsy ✦[-] ({cvar(codexGypsyLevel:0)} lvl),[FFD700]✦ Кодекс цыгана ✦[-] ({cvar(codexGypsyLevel:0)} лвл)
perkCodexOfGypsyDesc,progression,perk,,,[FFD700]Mystical knowledge growing with your actions[-]\n\nLevels up passively through combat and survival.\nCannot be purchased with skill points.\n\n[00FF00]XP Sources:[-]\n[FF0000]Kills:[-] Zombie +5 | Elite +10 | Bosses +20-3000\n[00FFFF]Blocks:[-] All +1\n[FFFF00]Combat:[-] +1/10 hits [888888](on any target)[-]\n[00FF00]Survival:[-] +2-12/min (biome)\n[FF00FF]Quests:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Current level: {cvar(codexGypsyLevel:0)}[-],"[FFD700]Мистические знания, растущие с твоими действиями[-]\n\nПрокачивается пассивно через бой и выживание.\nНельзя купить за очки навыков.\n\n[00FF00]Источники опыта:[-]\n[FF0000]Убийства:[-] Зомби +5 | Элита +10 | Боссы +20-3000\n[00FFFF]Блоки:[-] Все +1\n[FFFF00]Бой:[-] +1/10 попаданий [888888](по любым целям)[-]\n[00FF00]Выживание:[-] +2-12/мин (биом)\n[FF00FF]Квесты:[-] T1-T6 = +5-30 XP\n\n[DECEA3]Текущий уровень: {cvar(codexGypsyLevel:0)}[-]"
perkCodexOfGypsyLongDesc,progression,perk,,,[FFD700]Mystical knowledge growing with your actions[-]\n\n[00FF00]XP Sources:[-]\n[FF0000]═══ KILLS ═══[-]\n- Regular zombies: +5 XP\n- Elite/Miniboss: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ BLOCKS ═══[-]\n- All blocks: +1 XP\n\n[FFFF00]═══ OTHER ═══[-]\n- Shooting: +1 XP/10 hits [888888](on any target)[-]\n- Survival: +2-12 XP/min (depends on biome)\n- Quests T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Required XP: 99 + level[-],"[FFD700]Мистические знания, растущие с твоими действиями[-]\n\n[00FF00]Источники опыта:[-]\n[FF0000]═══ УБИЙСТВА ═══[-]\n- Обычные зомби: +5 XP\n- Элита/мини-босс: +10 XP\n- bossDoomsday: +20 XP\n- bossPovelitel: +30 XP\n- bossWorlds: +50 XP\n- bossQuintessa: +250 XP\n- bossNova: +1500 XP\n- bossAbaddon: +3000 XP\n\n[00FFFF]═══ БЛОКИ ═══[-]\n- Все блоки: +1 XP\n\n[FFFF00]═══ ДРУГОЕ ═══[-]\n- Стрельба: +1 XP/10 попаданий [888888](по любым целям)[-]\n- Выживание: +2-12 XP/мин (зависит от биома)\n- Квесты T1-T6: +5/10/15/20/25/30 XP\n\n[888888]Требуется опыта: 99 + уровень[-]"
